domain_length,domain_num_of_unique_char ,domain_num_of_unique_letters ,domain_num_of_unique_numbers ,ratio_of_letters_of_domain_name ,ratio_of_numbers_of_domain_name,ratio_of_unique_letters_to_num_of_unique_characters,ratio_of_unique_numbers_to_num_of_unique_characters,domain_class
11,10,10,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,5,5,0,1,0,1,0,legit
10,5,5,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
16,10,10,0,0.9375,0,1,0,legit
9,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
18,12,12,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
14,11,10,1,0.928571429,0.071428571,0.909090909,0.090909091,legit
10,9,9,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
10,6,6,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
12,8,8,0,0.916666667,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
17,11,11,0,0.941176471,0,1,0,legit
11,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
16,12,12,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,legit
18,11,11,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
9,5,5,0,1,0,1,0,legit
8,5,5,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
26,17,12,5,0.692307692,0.307692308,0.705882353,0.294117647,dga
11,8,8,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
12,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
8,7,3,4,0.375,0.625,0.428571429,0.571428571,legit
14,10,10,0,1,0,1,0,dga
7,6,6,0,0.857142857,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,8,8,0,0.9,0,1,0,legit
9,7,7,0,0.888888889,0,1,0,legit
11,8,8,0,0.909090909,0,1,0,legit
8,6,4,2,0.5,0.5,0.666666667,0.333333333,legit
10,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
18,11,11,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
17,12,12,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
19,12,12,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
15,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
17,12,12,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
16,12,12,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
16,11,11,0,0.9375,0,1,0,legit
13,11,11,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
15,14,14,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
8,8,8,0,1,0,1,0,legit
11,10,10,0,0.909090909,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
21,13,13,0,0.952380952,0,1,0,legit
12,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
29,17,17,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
24,20,16,4,0.833333333,0.166666667,0.8,0.2,dga
13,10,10,0,1,0,1,0,dga
27,18,10,8,0.518518519,0.481481481,0.555555556,0.444444444,dga
13,12,12,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,dga
27,21,21,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
21,14,14,0,1,0,1,0,dga
15,9,9,0,1,0,1,0,dga
28,17,17,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
26,16,16,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
24,16,13,3,0.791666667,0.208333333,0.8125,0.1875,dga
14,13,13,0,1,0,1,0,dga
24,16,16,0,1,0,1,0,dga
10,9,9,0,1,0,1,0,legit
25,13,13,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
14,10,10,0,0.928571429,0,1,0,legit
15,10,10,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
13,8,8,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
27,17,17,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
28,17,17,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
25,13,13,0,1,0,1,0,dga
23,14,14,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
29,18,18,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
25,15,15,0,1,0,1,0,dga
26,17,17,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
25,18,14,4,0.72,0.28,0.777777778,0.222222222,dga
26,19,19,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
24,16,16,0,1,0,1,0,dga
27,15,15,0,1,0,1,0,dga
8,7,7,0,1,0,1,0,legit
12,12,12,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
19,14,14,0,1,0,1,0,dga
26,17,17,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
26,20,13,7,0.653846154,0.346153846,0.65,0.35,dga
12,11,11,0,0.916666667,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
25,17,17,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
25,18,18,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
28,16,16,0,1,0,1,0,dga
25,18,13,5,0.72,0.28,0.722222222,0.277777778,dga
10,9,9,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
8,7,7,0,0.875,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
27,18,15,3,0.814814815,0.185185185,0.833333333,0.166666667,dga
9,7,7,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,dga
13,8,8,0,1,0,1,0,dga
8,7,7,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
25,19,12,7,0.6,0.4,0.631578947,0.368421053,dga
12,10,10,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
16,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
7,7,6,1,0.857142857,0.142857143,0.857142857,0.142857143,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
16,10,10,0,1,0,1,0,legit
16,10,10,0,1,0,1,0,legit
26,19,14,5,0.615384615,0.384615385,0.736842105,0.263157895,dga
13,9,9,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
25,17,13,4,0.8,0.2,0.764705882,0.235294118,dga
14,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
23,14,14,0,1,0,1,0,dga
26,18,18,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
11,9,8,1,0.909090909,0.090909091,0.888888889,0.111111111,legit
16,11,11,0,0.9375,0,1,0,legit
13,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
11,6,6,0,1,0,1,0,legit
9,8,7,1,0.888888889,0.111111111,0.875,0.125,legit
15,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
16,10,10,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,dga
19,11,11,0,1,0,1,0,legit
19,11,11,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
8,4,4,0,1,0,1,0,legit
12,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
19,13,13,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
11,8,8,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
11,10,10,0,0.909090909,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
11,11,11,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,dga
16,11,11,0,0.9375,0,1,0,legit
9,6,6,0,0.888888889,0,1,0,legit
13,8,8,0,0.923076923,0,1,0,legit
11,7,7,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,dga
8,8,8,0,1,0,1,0,legit
25,18,14,4,0.8,0.2,0.777777778,0.222222222,dga
15,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
8,8,8,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,5,5,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
23,13,13,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,9,9,0,1,0,1,0,dga
7,7,4,3,0.571428571,0.428571429,0.571428571,0.428571429,legit
11,11,11,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
26,18,13,5,0.730769231,0.269230769,0.722222222,0.277777778,dga
7,6,6,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
8,7,6,1,0.875,0.125,0.857142857,0.142857143,legit
13,9,9,0,0.923076923,0,1,0,legit
10,7,6,1,0.9,0.1,0.857142857,0.142857143,legit
11,7,7,0,1,0,1,0,legit
16,12,12,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
16,10,10,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,6,6,0,0.9,0,1,0,legit
13,11,11,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
17,12,12,0,1,0,1,0,legit
8,5,4,1,0.75,0.125,0.8,0.2,legit
10,8,8,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
10,8,8,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
10,9,9,0,0.9,0,1,0,legit
10,9,9,0,0.9,0,1,0,legit
7,5,5,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,4,4,0,1,0,1,0,legit
8,5,5,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,9,7,2,0.777777778,0.222222222,0.777777778,0.222222222,legit
8,8,6,2,0.75,0.25,0.75,0.25,legit
8,8,6,2,0.75,0.25,0.75,0.25,legit
10,8,8,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
