domain_length,domain_num_of_unique_char ,domain_num_of_unique_letters ,domain_num_of_unique_numbers ,ratio_of_letters_of_domain_name ,ratio_of_numbers_of_domain_name,ratio_of_unique_letters_to_num_of_unique_characters,ratio_of_unique_numbers_to_num_of_unique_characters,domain_class
13,10,10,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
9,8,8,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
25,14,10,4,0.72,0.28,0.714285714,0.285714286,dga
12,9,9,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
13,13,13,0,1,0,1,0,dga
25,20,14,6,0.68,0.32,0.7,0.3,dga
13,12,12,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
24,15,15,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
25,18,15,3,0.84,0.16,0.833333333,0.166666667,dga
12,9,9,0,1,0,1,0,dga
13,8,8,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
26,18,12,6,0.730769231,0.269230769,0.666666667,0.333333333,dga
14,11,11,0,1,0,1,0,dga
27,16,16,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
14,8,8,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
24,18,13,5,0.666666667,0.333333333,0.722222222,0.277777778,dga
14,10,10,0,1,0,1,0,dga
25,16,10,6,0.68,0.32,0.625,0.375,dga
14,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
25,19,13,6,0.68,0.32,0.684210526,0.315789474,dga
12,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
13,8,8,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
25,19,19,0,1,0,1,0,dga
14,6,6,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,8,8,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
12,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
25,20,16,4,0.76,0.24,0.8,0.2,dga
14,10,10,0,1,0,1,0,dga
13,8,8,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
8,8,8,0,1,0,1,0,legit
15,13,13,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
15,8,8,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
25,18,13,5,0.68,0.32,0.722222222,0.277777778,dga
24,13,9,4,0.708333333,0.291666667,0.692307692,0.307692308,dga
27,17,12,5,0.666666667,0.333333333,0.705882353,0.294117647,dga
13,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,dga
23,13,13,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
22,15,15,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
13,13,13,0,1,0,1,0,dga
9,7,7,0,1,0,1,0,legit
25,19,19,0,1,0,1,0,dga
27,18,18,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
25,18,18,0,1,0,1,0,dga
24,17,17,0,1,0,1,0,dga
15,9,9,0,1,0,1,0,dga
25,17,17,0,1,0,1,0,dga
23,15,15,0,1,0,1,0,dga
24,19,19,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
28,15,15,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
22,16,16,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
25,17,17,0,1,0,1,0,dga
26,15,15,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
26,18,18,0,1,0,1,0,dga
24,19,19,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
26,15,15,0,1,0,1,0,dga
28,19,19,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
23,17,17,0,1,0,1,0,dga
25,17,17,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
26,14,14,0,1,0,1,0,dga
27,18,18,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
27,19,16,3,0.740740741,0.259259259,0.842105263,0.157894737,dga
23,17,11,6,0.695652174,0.304347826,0.647058824,0.352941176,dga
13,11,11,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
27,17,17,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
23,17,17,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
26,16,16,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
24,15,15,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
31,16,16,0,1,0,1,0,dga
26,19,19,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
25,17,13,4,0.84,0.16,0.764705882,0.235294118,dga
15,13,13,0,1,0,1,0,dga
27,17,17,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
26,15,15,0,1,0,1,0,dga
14,8,8,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
27,17,17,0,1,0,1,0,dga
30,18,18,0,1,0,1,0,dga
24,17,17,0,1,0,1,0,dga
25,20,14,6,0.68,0.32,0.7,0.3,dga
25,23,19,4,0.84,0.16,0.826086957,0.173913043,dga
26,19,14,5,0.653846154,0.346153846,0.736842105,0.263157895,dga
15,11,11,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
26,16,12,4,0.769230769,0.230769231,0.75,0.25,dga
12,10,10,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
14,14,14,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
26,15,15,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
26,16,16,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
25,17,17,0,1,0,1,0,dga
30,20,20,0,1,0,1,0,dga
27,18,11,7,0.62962963,0.37037037,0.611111111,0.388888889,dga
14,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
12,12,12,0,1,0,1,0,dga
15,14,14,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
12,7,7,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
25,17,10,7,0.68,0.32,0.588235294,0.411764706,dga
7,7,7,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
26,20,13,7,0.615384615,0.384615385,0.65,0.35,dga
15,15,15,0,1,0,1,0,dga
13,8,8,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
15,9,9,0,1,0,1,0,dga
25,18,14,4,0.8,0.2,0.777777778,0.222222222,dga
15,12,12,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
12,7,7,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
13,9,9,0,1,0,1,0,dga
15,10,10,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
9,8,8,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
13,11,11,0,1,0,1,0,dga
25,19,14,5,0.8,0.2,0.736842105,0.263157895,dga
12,10,10,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
13,12,12,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
14,9,9,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
13,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
25,18,14,4,0.72,0.28,0.777777778,0.222222222,dga
26,18,13,5,0.653846154,0.346153846,0.722222222,0.277777778,dga
14,10,10,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,dga
12,11,11,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,9,9,0,0.916666667,0,1,0,legit
14,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
8,7,7,0,1,0,1,0,legit
14,13,13,0,1,0,1,0,dga
9,8,8,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,dga
15,11,11,0,1,0,1,0,dga
14,8,8,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
26,17,17,0,1,0,1,0,dga
14,13,13,0,1,0,1,0,dga
9,9,9,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,dga
7,5,5,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,dga
8,7,7,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,dga
12,8,8,0,1,0,1,0,dga
9,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
25,16,16,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
15,13,13,0,1,0,1,0,dga
14,12,12,0,1,0,1,0,dga
25,19,13,6,0.68,0.32,0.684210526,0.315789474,dga
15,11,11,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
14,7,7,0,0.928571429,0,1,0,legit
15,9,9,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,13,13,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
15,8,8,0,1,0,1,0,dga
11,10,10,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
15,13,13,0,1,0,1,0,dga
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,dga
11,9,9,0,1,0,1,0,legit
15,9,9,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,dga
14,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,dga
14,11,11,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
12,10,10,0,1,0,1,0,dga
15,12,12,0,1,0,1,0,dga
12,9,9,0,1,0,1,0,dga
8,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
20,13,13,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
12,9,9,0,0.916666667,0,1,0,legit
16,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
9,7,7,0,0.888888889,0,1,0,legit
8,5,5,0,0.875,0,1,0,legit
12,8,8,0,0.833333333,0,1,0,legit
17,11,11,0,1,0,1,0,legit
22,11,11,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,5,5,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,dga
26,17,11,6,0.653846154,0.346153846,0.647058824,0.352941176,dga
7,6,6,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
12,11,11,0,0.916666667,0,1,0,legit
11,7,7,0,0.909090909,0,1,0,legit
15,11,11,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
13,10,10,0,1,0,1,0,legit
16,13,13,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
15,12,12,0,0.933333333,0,1,0,legit
10,8,8,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
9,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
10,7,7,0,0.9,0,1,0,legit
15,9,9,0,0.866666667,0,1,0,legit
9,7,7,0,0.888888889,0,1,0,legit
23,12,12,0,0.869565217,0,1,0,legit
11,7,7,0,0.909090909,0,1,0,legit
13,11,11,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
15,9,9,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
18,10,10,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,legit
10,7,7,0,1,0,1,0,legit
16,12,12,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
14,10,10,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
11,7,7,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
18,12,12,0,1,0,1,0,legit
18,12,12,0,1,0,1,0,legit
18,12,12,0,1,0,1,0,legit
18,12,12,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
13,9,9,0,1,0,1,0,legit
16,11,11,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
15,10,10,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
18,13,13,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
11,11,11,0,1,0,1,0,legit
17,12,12,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
15,12,12,0,1,0,1,0,legit
21,13,13,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
14,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
14,11,11,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
12,9,9,0,1,0,1,0,legit
14,12,12,0,1,0,1,0,legit
10,9,9,0,1,0,1,0,legit
14,9,9,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
17,11,11,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
17,12,12,0,1,0,1,0,legit
9,5,5,0,1,0,1,0,legit
15,11,11,0,1,0,1,0,legit
12,11,11,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
18,13,13,0,1,0,1,0,legit
13,11,11,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
12,8,8,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
17,13,13,0,1,0,1,0,legit
11,8,8,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
8,7,7,0,1,0,1,0,legit
10,8,8,0,1,0,1,0,legit
13,12,12,0,1,0,1,0,legit
20,13,13,0,0.95,0,1,0,legit
21,14,14,0,0.952380952,0,1,0,legit
16,9,9,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
11,10,10,0,1,0,1,0,legit
16,13,13,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
9,6,6,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
9,9,9,0,1,0,1,0,legit
8,8,8,0,1,0,1,0,legit
9,9,8,1,0.888888889,0.111111111,0.888888889,0.111111111,legit
7,7,7,0,1,0,1,0,legit
7,7,7,0,1,0,1,0,legit
10,9,8,1,0.9,0.1,0.888888889,0.111111111,legit
14,12,12,0,1,0,1,0,legit
11,9,9,0,1,0,1,0,legit
12,10,10,0,1,0,1,0,legit
9,8,8,0,1,0,1,0,legit
8,6,6,0,1,0,1,0,legit
10,10,10,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
7,6,6,0,1,0,1,0,legit
